ID,Age,Education,Experience,Income,ZIP Code,Married,Dependents,Credit_Card,Num_Credit_Card,Monthly_CC_Usage,Credit_Score,Self_Employed,Salaried,Loan_Amount,Nationality,Personal_Loan,Securities_Account,CD_Account,Online_Banking,Last_Two_Years_Tax_Return_Filled,Living_Property,Property_Area,Loan_Status,
4092,32,1,6,122000,483880,1,2,1,7,13000,Standard,No,No,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4093,40,1,15,171000,482001,0,2,0,7,33000,Poor,No,Yes ,1000000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
4094,49,2,24,138000,482004,0,2,0,7,22000,Standard,Yes ,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Semi Urban,Approved,
4095,53,3,23,8000,482004,0,4,0,7,4000,Standard,Yes,Yes,50000,Indian,0,1,0,1,No,Owned,Rural,Reject,
4096,42,1,17,59000,482001,0,4,0,7,4000,Standard,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4097,38,1,14,49000,482050,0,3,0,6,28000,Good,Yes,Yes,100000,Indian,0,0,0,0,No,Rented,Urban,Approved,
4098,60,1,34,92000,482056,0,2,0,6,20000,Good,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4099,27,1,3,75000,482053,0,4,0,6,0,Good,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4100,61,2,35,60000,482020,1,1,1,6,28000,Standard,Yes,No,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4101,27,2,2,41000,482001,0,2,0,6,17000,Good,No,No,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4102,45,2,21,40000,482002,1,3,1,6,6000,Good,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4103,41,1,16,81000,482001,1,2,1,6,4000,Good,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4104,44,3,20,52000,482001,1,1,1,6,8000,Good,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4105,38,1,14,25000,482011,0,4,0,10,10000,Poor,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
4106,39,1,15,139000,482001,0,1,0,10,34000,Poor,Yes,Yes,1000000,Indian,0,0,0,1,No,Owned,Rural,Reject,
4107,48,2,22,54000,482002,0,1,0,10,12000,Poor,Yes,No,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
4108,47,1,22,81000,482003,1,1,1,10,29000,Poor,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4109,64,1,39,73000,482003,1,3,1,10,22000,Poor,Yes,No,200000,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
4110,27,3,0,30000,482002,1,4,1,353,10000,Poor,No,Yes,100000,Indian,0,0,0,1,No,Owned,Urban,Reject,
4111,66,1,41,59000,482011,0,3,0,10,24000,Poor,Yes,No,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
4112,43,1,17,21000,482002,0,3,0,10,15000,Poor,No,No,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4113,34,2,9,65000,482005,0,3,0,3,7000,Standard,No,Yes ,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4114,28,2,2,41000,482002,0,3,0,3,11000,Standard,Yes ,Yes,100000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
4115,52,3,28,52000,482002,0,4,0,3,1000,Standard,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
4116,45,2,20,84000,482001,0,4,0,223,11000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4117,24,1,-2,135000,482002,0,2,0,4,72000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4118,39,3,14,18000,482001,0,4,0,4,2000,Standard,Yes,No,50000,Indian,0,1,0,0,No,Owned,Urban,Reject,
4119,40,1,16,34000,482007,1,1,1,4,7000,Standard,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4120,30,3,5,85000,482001,0,4,0,4,18000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4121,49,3,23,23000,482002,0,1,0,5,14000,Standard,No,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4122,53,2,27,65000,482001,1,4,1,5,28000,Poor,No,Yes ,200000,Indian,0,0,0,0,No,Owned,Urban,Reject,
4123,56,1,30,195000,482001,0,1,0,5,29000,Poor,Yes ,Yes,1000000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
4124,50,1,24,40000,482001,0,4,0,5,26000,Poor,Yes,Yes,100000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
4125,53,3,29,141000,482002,0,2,0,5,2000,Poor,Yes,Yes,1000000,Indian,1,0,0,0,Yes ,Rented,Semi Urban,Reject,
4126,60,2,34,95000,482002,1,2,1,5,7000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4127,58,2,33,23000,482004,0,3,0,5,13000,Standard,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4128,43,2,19,82000,482001,1,2,1,5,18000,Standard,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4129,46,3,21,53000,482011,0,4,0,6,19000,Poor,Yes,No,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
4130,29,1,3,10000,482005,1,4,1,6,4000,Standard,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4131,56,2,30,75000,482005,0,1,0,6,19000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4132,48,2,23,23000,482007,0,4,0,6,4000,Standard,No,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4133,61,1,36,133000,482002,0,1,0,6,26000,Standard,No,Yes ,1000000,Indian,0,0,0,1,No,Rented,Urban,Approved,
4134,41,1,17,129000,482003,1,1,1,6,34000,Standard,Yes ,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4135,35,2,11,85000,482002,0,4,0,6,1000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4136,48,1,23,168000,482002,0,2,0,6,28000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4137,43,3,19,83000,482002,0,4,0,7,20000,Standard,Yes,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Approved,
4138,37,2,12,52000,482001,0,2,0,7,11000,Poor,Yes,No,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4139,47,1,22,114000,482001,1,1,1,7,6000,Poor,No,Yes,1000000,Indian,0,1,1,1,Yes ,Owned,Rural,Reject,
4140,29,3,3,81000,482001,0,1,0,7,29000,Poor,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4141,63,2,38,32000,482001,0,1,0,7,15000,Poor,No,No,100000,Indian,0,0,0,0,No,Rented,Urban,Reject,
4142,43,3,19,63000,482001,0,3,0,7,21000,Poor,No,Yes ,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4143,57,3,32,70000,482001,0,3,0,7,16000,Standard,Yes ,Yes,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
4144,55,1,31,20000,482001,0,2,0,7,3000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4145,47,1,23,138000,482002,1,2,1,3,33000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
4146,58,2,34,63000,482009,0,4,0,3,16000,Standard,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4147,53,3,28,85000,482002,0,1,0,3,13000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
4148,59,2,35,180000,474001,1,2,1,3,65000,Standard,No,Yes,1000000,Indian,1,1,1,1,Yes ,Owned,Urban,Approved,
4149,46,3,22,80000,453643,0,4,0,3,20000,Standard,Yes,No,50000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
4150,41,3,15,53000,474001,0,1,0,3,7000,Standard,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4151,46,2,20,72000,486223,0,2,0,3,17000,Standard,Yes,No,200000,Indian,0,0,0,1,No,Rented,Urban,Reject,
4152,44,1,18,123000,456441,1,3,1,3,59000,Standard,No,No,1000000,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
4153,44,3,18,91000,474002,0,2,0,5,8000,Poor,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4154,50,1,26,148000,474001,0,2,0,5,68000,Standard,Yes ,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4155,51,3,25,163000,480551,0,2,0,5,13000,Poor,Yes,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Reject,
4156,55,3,30,28000,474002,1,4,1,5,1000,Poor,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4157,37,1,12,193000,474001,0,1,0,5,86000,Poor,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4158,34,3,10,22000,452020,0,3,0,5,9000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4159,59,1,34,74000,483105,1,4,1,5,7000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
4160,45,3,20,70000,483501,1,4,1,5,19000,Poor,Yes,No,200000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
4161,30,2,4,11000,483501,1,1,1,4,1000,Poor,No,No,50000,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
4162,32,2,8,61000,483504,0,3,0,4,26000,Poor,No,Yes ,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4163,61,1,37,41000,483501,1,1,1,4,8000,Poor,Yes ,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4164,54,2,28,108000,483501,0,4,0,4,19000,Poor,Yes,Yes,1000000,Indian,1,0,0,1,No,Owned,Urban,Reject,
4165,35,3,10,23000,483501,1,4,1,4,11000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
4166,63,3,38,135000,483501,0,2,0,4,38000,Poor,Yes,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Reject,
4167,66,3,40,30000,456663,0,2,0,4,7000,Poor,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4168,48,2,24,144000,456224,0,4,0,4,35000,Standard,No,Yes,1000000,Indian,1,0,0,0,No,Owned,Semi Urban,Approved,
4169,60,1,34,139000,456224,0,4,0,6,4000,Standard,Yes,No,1000000,Indian,1,0,0,1,Yes ,Rented,Semi Urban,Approved,
4170,41,3,17,143000,456224,0,2,0,6,27000,Standard,No,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
4171,31,1,7,44000,486552,1,1,1,6,12000,Standard,Yes,No,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4172,58,2,31,49000,464226,0,4,0,6,25000,Standard,No,No,100000,Indian,0,0,0,1,No,Owned,Rural,Reject,
4173,67,2,42,75000,486343,0,4,0,6,1000,Standard,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4174,35,1,9,43000,453576,0,2,0,6,3000,Standard,Yes ,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4175,40,3,14,59000,483110,0,3,0,6,5000,Poor,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4176,42,1,17,154000,464224,1,3,1,6,49000,Poor,Yes,Yes,1000000,Indian,1,0,1,1,No,Owned,Urban,Reject,
4177,44,3,18,75000,474001,1,1,1,3,7000,Good,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
4178,47,2,23,75000,463111,1,1,1,3,26000,Good,Yes,No,50000,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
4179,59,1,35,88000,474001,0,2,0,3,16000,Good,No,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
4180,29,3,3,91000,464114,0,1,0,3,34000,Standard,Yes,No,50000,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
4181,36,3,6,11000,474001,1,1,1,1084,6700,Good,No,No,50000,Indian,0,1,1,1,Yes ,Owned,Urban,Reject,
4182,47,3,22,22000,474001,0,1,0,3,4000,Good,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4183,55,3,29,49000,486536,1,2,1,3,8000,Good,Yes ,Yes,100000,Indian,0,0,0,0,Yes ,Rented,Rural,Reject,
4184,41,1,17,140000,456443,0,1,0,3,35000,Good,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4185,51,2,25,99000,456443,0,2,0,6,24000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4186,26,1,2,82000,486444,0,2,0,6,25000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4187,33,1,9,10000,456668,1,4,1,6,10000,Standard,Yes,No,50000,Indian,0,0,0,0,No,Rented,Urban,Reject,
4188,30,2,5,109000,486123,1,4,1,6,22000,Poor,No,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4189,30,3,4,45000,456440,0,4,0,6,13000,Standard,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4190,45,2,19,93000,453441,0,2,0,6,17000,Poor,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4191,40,2,16,89000,453441,0,3,0,6,39000,Poor,Yes,No,50000,Indian,1,1,1,1,No,Owned,Semi Urban,Reject,
4192,42,2,15,39000,453441,0,3,0,6,10000,Standard,No,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4193,50,1,26,21000,453441,0,1,0,10,2000,Standard,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4194,62,1,37,31000,453441,0,3,0,10,2000,Poor,Yes ,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4195,63,3,37,31000,453441,0,1,0,10,5000,Poor,Yes,Yes,100000,Indian,0,0,0,1,No,Rented,Urban,Reject,
4196,43,2,19,52000,480228,0,4,0,10,22000,Poor,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4197,49,3,25,13000,474006,0,1,0,10,9000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
4198,51,3,25,21000,474006,0,2,0,10,4000,Poor,Yes,No,50000,Indian,0,1,0,1,Yes ,Owned,Urban,Reject,
4199,61,1,36,50000,474006,0,4,0,10,17000,Poor,No,Yes,200000,Indian,0,0,0,1,No,Owned,Urban,Reject,
4200,43,3,19,81000,456335,1,4,1,10,2000,Poor,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4201,43,1,19,74000,456335,1,4,1,7,19000,Standard,No,No,200000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
4202,61,1,36,89000,486340,0,3,0,7,5000,Standard,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4203,35,2,9,82000,480554,0,3,0,7,9000,Standard,Yes ,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Approved,
4204,59,2,33,88000,456664,0,4,0,7,19000,Good,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4205,40,3,16,61000,474009,0,3,0,7,21000,Good,Yes,Yes,200000,Indian,0,0,0,0,No,Rented,Rural,Reject,
4206,61,1,36,139000,474001,0,2,0,7,39000,Good,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4207,48,2,23,29000,463120,0,1,0,7,13000,Good,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4208,37,1,11,51000,480557,1,3,1,7,21000,Good,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4209,56,3,32,58000,483442,0,1,0,7,18000,Standard,Yes,No,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4210,35,3,9,21000,480334,0,2,0,7,14000,Standard,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4211,35,2,8,43000,480334,0,2,0,7,16700,Standard,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4212,40,2,16,104000,456552,0,2,0,7,18000,Standard,No,No,1000000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4213,50,2,23,9000,464337,0,1,0,7,5000,Standard,No,Yes ,50000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4214,49,2,25,39000,474001,0,3,0,7,19000,Standard,Yes ,Yes,100000,Indian,0,0,0,0,No,Owned,Urban,Approved,
4215,46,1,22,89000,456337,1,1,1,7,27000,Standard,Yes,Yes,50000,Indian,0,1,1,1,Yes ,Rented,Semi Urban,Approved,
4216,64,3,40,21000,474002,0,2,0,7,3000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
4217,60,3,35,173000,474006,0,3,0,8,31000,Poor,Yes,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Reject,
4218,45,3,21,29000,486338,1,1,1,1439,3000,Poor,Yes,No,100000,Indian,0,0,0,1,No,Owned,Urban,Reject,
4219,52,2,27,43000,485881,1,4,1,8,2000,Poor,No,Yes,100000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
4220,58,2,34,30000,453331,0,3,0,8,4000,Poor,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4221,54,3,30,39000,453446,0,4,0,8,1000,Poor,No,No,100000,Indian,0,1,0,1,Yes ,Owned,Urban,Reject,
4222,48,3,22,83000,486004,0,2,0,8,4000,Standard,No,Yes ,50000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
4223,51,2,25,58000,486006,0,3,0,8,7000,Poor,Yes ,Yes,200000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
4224,53,2,26,8000,486342,1,1,1,547,5000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4225,57,3,27,39000,486449,1,3,1,2,10000,Good,Yes,Yes,100000,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
4226,43,1,18,204000,486556,0,2,0,2,88000,Good,Yes,Yes,1000000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
4227,37,1,13,45000,486001,0,1,0,2,18000,Good,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
4228,32,1,7,111000,486001,0,1,0,2,38000,Standard,No,Yes,1000000,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
4229,34,2,10,83000,486002,0,2,0,2,20000,Standard,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4230,54,3,24,83000,486001,0,1,0,2,30000,Standard,No,Yes,50000,Indian,0,0,0,0,No,Owned,Urban,Approved,
4231,62,1,36,115000,483990,1,2,1,2,28000,Good,Yes,No,1000000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
4232,56,3,32,60000,456776,0,1,0,2,18000,Good,No,No,200000,Indian,0,0,0,1,No,Owned,Urban,Reject,
4233,39,1,15,53000,474009,0,1,0,6,18000,Standard,No,Yes ,200000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
4234,32,1,7,134000,462003,0,2,0,6,33000,Standard,Yes ,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4235,50,3,24,91000,486228,0,1,0,6,8000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4236,27,1,1,91000,475336,0,2,0,6,2000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4237,37,1,12,128000,480331,1,2,1,6,39000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
4238,60,1,34,78000,483334,0,3,0,6,44000,Standard,Yes,No,50000,Indian,0,1,0,0,Yes ,Owned,Rural,Reject,
4239,43,1,19,161000,486445,0,2,0,6,76000,Poor,No,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4240,62,3,36,60000,480337,0,3,0,6,22000,Poor,Yes,No,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4241,39,1,14,161000,474002,0,1,0,5,41000,Standard,No,No,1000000,Indian,0,1,0,0,No,Rented,Urban,Reject,
4242,34,2,9,40000,464111,1,4,1,5,20000,Good,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4243,46,2,21,68000,483225,0,1,0,5,2000,Standard,Yes ,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4244,46,1,22,74000,474001,0,3,0,5,7000,Good,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4245,51,2,26,55000,480223,0,3,0,5,20000,Standard,Yes,Yes,200000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
4246,44,1,20,145000,486448,1,1,1,5,35000,Good,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4247,60,2,35,24000,464228,0,1,0,5,15000,Standard,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4248,65,2,39,10000,464228,0,1,0,5,8000,Standard,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4249,58,1,33,138000,453562,0,2,0,5,39000,Poor,Yes,No,1000000,Indian,0,1,0,1,No,Rented,Rural,Reject,
4250,37,3,12,63000,456673,0,4,0,5,21000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4251,52,3,28,54000,456661,1,4,1,5,1000,Poor,Yes,No,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
4252,42,3,16,62000,480559,0,3,0,5,9000,Standard,No,No,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4253,54,3,29,81000,456665,0,1,0,5,1000,Poor,No,Yes ,50000,Indian,0,0,0,0,No,Owned,Urban,Reject,
4254,54,2,28,61000,456665,1,3,1,5,30000,Poor,Yes ,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4255,51,3,27,68000,480338,0,1,0,5,16000,Poor,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4256,59,1,35,78000,486112,0,2,0,5,28000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4257,41,1,17,165000,486220,0,2,0,4,76000,Poor,Yes,Yes,1000000,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
4258,43,2,17,48000,474001,1,3,1,4,22000,Poor,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4259,52,2,26,155000,452001,0,3,0,4,72000,Poor,No,Yes,1000000,Indian,1,0,0,1,No,Rented,Semi Urban,Reject,
4260,52,3,26,158000,486442,1,2,1,4,37000,Standard,Yes,No,1000000,Indian,1,0,0,0,Yes ,Owned,Rural,Reject,
4261,57,1,31,52000,456001,0,1,0,4,14000,Poor,No,No,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4262,53,1,28,18000,456010,0,4,0,4,8000,Poor,No,Yes ,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4263,58,1,33,42000,456006,0,4,0,4,17000,Standard,Yes ,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4264,59,3,33,18000,456001,0,2,0,4,2000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4265,57,1,31,40000,456006,1,2,1,3,3000,Standard,Yes,Yes,100000,Indian,0,1,1,1,Yes ,Owned,Urban,Approved,
4266,27,2,2,44000,456006,0,4,0,3,6000,Standard,Yes,Yes,100000,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
4267,42,1,16,11000,456006,1,1,1,3,2000,Standard,Yes,No,50000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
4268,52,2,26,194000,456006,0,2,0,3,57000,Standard,No,Yes,1000000,Indian,1,0,0,1,No,Owned,Semi Urban,Approved,
4269,49,2,23,108000,456001,0,2,0,3,24000,Standard,Yes,No,1000000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
4270,47,2,23,12000,456001,0,4,0,3,5000,Standard,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4271,45,1,19,19000,456006,1,3,1,3,15000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4272,25,1,1,150000,456010,0,1,0,3,63300,Standard,No,No,1000000,Indian,0,0,0,0,No,Owned,Urban,Reject,
4273,47,3,22,89000,456009,0,4,0,6,19000,Poor,No,Yes ,50000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
4274,44,3,19,83000,456006,1,2,1,6,38000,Poor,Yes ,Yes,50000,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
4275,30,2,3,79000,456001,0,4,0,6,20000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4276,63,2,38,102000,456010,0,4,0,6,34000,Poor,Yes,Yes,1000000,Indian,0,0,0,0,No,Owned,Urban,Reject,
4277,50,1,24,155000,456010,1,1,1,6,73000,Poor,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4278,40,1,16,138000,456001,0,1,0,6,35000,Poor,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4279,56,1,31,51000,456010,1,3,1,6,17000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4280,39,2,15,80000,456010,1,2,1,6,18000,Poor,Yes,No,50000,Indian,0,0,0,1,No,Owned,Urban,Reject,
4281,42,1,18,135000,456006,1,2,1,7,33000,Standard,No,No,1000000,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
4282,28,2,1,34000,456006,1,4,1,7,15000,Standard,No,Yes ,100000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
4283,26,3,0,195000,456006,0,3,0,7,63300,Standard,Yes ,Yes,1000000,Indian,1,1,1,1,Yes ,Owned,Urban,Approved,
4284,58,3,32,62000,456008,1,3,1,7,22000,Standard,Yes,Yes,200000,Indian,0,0,1,1,No,Owned,Urban,Approved,
4285,38,1,13,173000,456006,0,2,0,7,33000,Standard,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
4286,23,1,-3,149000,456010,0,2,0,7,72000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,No,Owned,Urban,Reject,
4287,53,1,29,20000,456003,1,1,1,7,2000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
